"geneSymbol","diseaseName"
"MITF","Renal Cell Carcinoma|Neoplastic Cell Transformation|Prelingual Deafness|Deafness|Incontinentia Pigmenti Achromians|melanoma|Schamberg Disease|Albinism, Oculocutaneous|Albinism, Tyrosinase-Negative|Albinism, Tyrosinase-Positive|Albinism, Yellow-Mutant|Hearing Loss, Extreme|Cutaneous Melanoma|Conventional (Clear Cell) Renal Cell Carcinoma|Tietz syndrome|Pigmentation Disorders|Complete Hearing Loss|Deafness, Acquired|Chromophobe Renal Cell Carcinoma|Sarcomatoid Renal Cell Carcinoma|Collecting Duct Carcinoma of the Kidney|Papillary Renal Cell Carcinoma|Hereditary Paraganglioma-Pheochromocytoma Syndrome|ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS (disorder)|WAARDENBURG SYNDROME, TYPE 4A|WAARDENBURG SYNDROME, TYPE IIA|ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS (disorder)|Familial Atypical Mole Melanoma Syndrome|Waardenburg Syndrome Type 2|WAARDENBURG SYNDROME, TYPE IIE|MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 8|Waardenburg Syndrome|Bilateral Deafness|Deaf Mutism|COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS|Clear cell papillary renal cell carcinoma|Ocular albinism with congenital sensorineural deafness"
"MKI67","Adenocarcinoma|Malignant neoplasm of breast|Malignant tumor of colon|Colonic Neoplasms|Colorectal Carcinoma|Colorectal Neoplasms|Hepatitis, Chronic|Liver Cirrhosis, Experimental|Pustulosis of Palms and Soles|Psoriasis|Chronic Persistent Hepatitis|Adenocarcinoma, Basal Cell|Adenocarcinoma, Oxyphilic|Carcinoma, Cribriform|Carcinoma, Granular Cell|Adenocarcinoma, Tubular|Mesenchymal Chondrosarcoma|Disease Exacerbation|Chronic active hepatitis|Cryptogenic Chronic Hepatitis|Breast Carcinoma|ovarian neoplasm|Malignant neoplasm of ovary|Mammary Neoplasms, Human|Mammary Neoplasms|Copper-Overload Cirrhosis|Liver carcinoma|Mammary Carcinoma, Human|Peripheral Nervous System Diseases"
"MKKS","Disorder of eye|Obesity|Polydactyly|Kaufman-McKusick syndrome|BARDET-BIEDL SYNDROME 6|Bardet-Biedl syndrome 1 (disorder)|Ciliopathies"
"MKNK1","Drug abuse|Drug habituation|Drug Use Disorders|Organic Mental Disorders, Substance-Induced|Substance Dependence|Substance Use Disorders|Substance-Related Disorders|Substance abuse problem|Drug Dependence|Prescription Drug Abuse"
"MKRN3","Colorectal Carcinoma|Prader-Willi Syndrome|Precocious Puberty|Royer Syndrome|Cryptogenic sexual precocity|Central Precocious Puberty|Idiopathic central precocious puberty|Testotoxicosis|PRECOCIOUS PUBERTY, CENTRAL, 2"
"MKRN3-AS1","Prader-Willi Syndrome|Royer Syndrome"
"MKS1","Occipital Encephalocele|Disorder of eye|Obesity|Renal fibrosis|Polydactyly|Meckel-Gruber syndrome|Familial aplasia of the vermis|Bardet-Biedl Syndrome|Polycystic Kidney - body part|BARDET-BIEDL SYNDROME 13|Bardet-Biedl syndrome 1 (disorder)|Meckel syndrome type 1|Joubert syndrome with ocular defect|Ciliopathies|JOUBERT SYNDROME 28|Joubert syndrome 1"
"MLANA","Contact Dermatitis|melanoma|Peritoneal Neoplasms|Contact hypersensitivity|Malignant mesothelioma|Carcinomatosis of peritoneal cavity"
"MLC1","Bipolar Disorder|Adenoid Cystic Carcinoma|Hepatomegaly|Salivary Gland Neoplasms|Schizophrenia|Schizophrenia, Catatonic|Malignant neoplasm of salivary gland|Chronic schizophrenia|Tonic - clonic seizures|Seizures, Focal|MAJOR AFFECTIVE DISORDER 2|MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS"
"MLF1","Leukemia, Myelocytic, Acute|Malignant neoplasm of stomach|Acute Myeloid Leukemia, M1|Stomach Neoplasms|Hereditary Diffuse Gastric Cancer|Acute Myeloid Leukemia (AML-M2)"
"MLF2","Colorectal Carcinoma"
"MLH1","Malignant tumor of colon|Malignant neoplasm of endometrium|Colonic Neoplasms|Colorectal Carcinoma|Colorectal Neoplasms|Hereditary Nonpolyposis Colorectal Neoplasms|Lymphoma|Malignant neoplasm of stomach|Neoplasm Metastasis|Ovarian Carcinoma|Prostatic Neoplasms|Central Nervous System Neoplasms|Adenocarcinoma of lung (disorder)|Turcot syndrome (disorder)|Gastric Adenocarcinoma|Breast Cancer, Familial|Carcinoma in situ of endometrium|Malignant Central Nervous System Neoplasm|Malignant neoplasm of prostate|Endometrial Carcinoma|Neoplasm of uncertain or unknown behavior of ovary|ovarian neoplasm|Hereditary non-polyposis colorectal cancer syndrome|Malignant neoplasm of ovary|Adenocarcinoma of large intestine|Torre-Muir syndrome|Hereditary Nonpolyposis Colorectal Cancer|Hereditary Non-Polyposis Colon Cancer Type 2|Adult only|Constitutional Mismatch Repair Deficiency Syndrome|Lynch Syndrome"
"MLH3","Colorectal Carcinoma|Colorectal Neoplasms|Hereditary Nonpolyposis Colorectal Neoplasms|Endometrial Neoplasms|Esophageal Neoplasms|Endometrial Carcinoma|Malignant neoplasm of esophagus|Hereditary non-polyposis colorectal cancer syndrome|Adenocarcinoma of large intestine|Hereditary Nonpolyposis Colorectal Cancer|Hereditary Non-Polyposis Colon Cancer Type 2|COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7 (disorder)|Colorectal cancer, hereditary nonpolyposis, type 1|Lynch Syndrome"
"MLKL","Gastric Adenocarcinoma"
"MLLT1","Nephroblastoma|Bilateral Wilms Tumor"
"MLLT10","Renal Cell Carcinoma|Leukemia, Myelocytic, Acute|melanoma|Meningioma|Acute Myeloid Leukemia, M1|Meningiomas, Multiple|Malignant Meningioma|Conventional (Clear Cell) Renal Cell Carcinoma|Benign Meningioma|Meningothelial meningioma|Fibrous Meningioma|Psammomatous Meningioma|Angiomatous Meningioma|Hemangioblastic Meningioma|Hemangiopericytic Meningioma|Transitional Meningioma|Spinal Meningioma|Intracranial Meningioma|Clear Cell Meningioma|Xanthomatous Meningioma|Cerebral Convexity Meningioma|Parasagittal Meningioma|Chromophobe Renal Cell Carcinoma|Sarcomatoid Renal Cell Carcinoma|Collecting Duct Carcinoma of the Kidney|Papillary Renal Cell Carcinoma|Intraorbital Meningioma|Intraventricular Meningioma|Olfactory Groove Meningioma|Secretory meningioma|Microcystic meningioma|Angioblastic Meningioma|Posterior Fossa Meningioma|Sphenoid Wing Meningioma|Acute Myeloid Leukemia (AML-M2)|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Papillary Meningioma"
"MLLT3","Bipolar Disorder"
"MLN","Drug Allergy"
"MLPH","GRISCELLI SYNDROME, TYPE 3"
"MLX","Takayasu Arteritis"
"MLXIPL","Kidney Failure, Chronic|Williams Syndrome|Liver carcinoma"
"MLYCD","Malonic aciduria|Erythrocyte Mean Corpuscular Hemoglobin Test|Finding of Mean Corpuscular Hemoglobin"
"MMAA","Methylmalonic aciduria cblA type"
"MMAB","Depressive disorder|Methylmalonic aciduria cblB type"
"MMACHC","Cardiomyopathy, Familial Idiopathic|Methylmalonic acidemia with homocystinuria|Methylmalonic aciduria|METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC"
"MMADHC","Dystonia|Methylmalonic Aciduria and Homocystinuria, CblD Type|Homocystinuria, CblD Type, Variant 1|Methylmalonic Aciduria, CblD Type, Variant 2"
"MME","Malignant neoplasm of breast|Diabetic Neuropathies|Liver Cirrhosis, Experimental|Prostatic Neoplasms|Kidney Failure|Ataxia, Spinocerebellar|Muckle-Wells Syndrome|Symmetric Diabetic Proximal Motor Neuropathy|Asymmetric Diabetic Proximal Motor Neuropathy|Diabetic Mononeuropathy|Diabetic Polyneuropathies|Diabetic Amyotrophy|Diabetic Autonomic Neuropathy|Lung Injury|Familial cold urticaria|Malignant neoplasm of prostate|Diabetic Asymmetric Polyneuropathy|Chronic Infantile Neurological, Cutaneous, and Articular Syndrome|Breast Carcinoma|Diabetic Neuralgia|Spinocerebellar Ataxia Type 1|Spinocerebellar Ataxia Type 2|Spinocerebellar Ataxia Type 4|Spinocerebellar Ataxia Type 5|Spinocerebellar Ataxia Type 6 (disorder)|Spinocerebellar Ataxia Type 7|Mammary Neoplasms, Human|Mammary Neoplasms|Renal Insufficiency|Cryopyrin-Associated Periodic Syndromes|Chronic Lung Injury|CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T|SPINOCEREBELLAR ATAXIA 43|Familial Cold Autoinflammatory Syndrome 1|Mammary Carcinoma, Human"
"MMEL1","Rheumatoid Arthritis|Primary biliary cirrhosis|Biliary cirrhosis|Secondary Biliary Cholangitis|Biliary Cirrhosis, Primary, 1"
"MMP1","Aneurysm|Asthma|Atherosclerosis|Malignant neoplasm of breast|Non-Small Cell Lung Carcinoma|Colorectal Carcinoma|Colorectal Neoplasms|Glaucoma, Suspect|Liver Cirrhosis, Experimental|Chronic Obstructive Airway Disease|Lung Neoplasms|Neoplasm Invasiveness|Neoplasm Metastasis|Ocular Hypertension|Oral Submucous Fibrosis|Cockayne-Touraine Disease|Epidermolysis Bullosa Dystrophica|Hallopeau-Siemens Disease|Malignant neoplasm of lung|Fusiform Aneurysm|Non-alcoholic Fatty Liver Disease|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Chronic Airflow Obstruction|Atherogenesis|Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant|Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive|Saccular Aneurysm|Nonalcoholic Steatohepatitis|Mammary Carcinoma, Human"
"MMP10","Rheumatoid Arthritis|Asthma|Bipolar Disorder|Malignant neoplasm of breast|Contact Dermatitis|Lung Neoplasms|Malignant neoplasm of stomach|Neoplasm Metastasis|Stomach Neoplasms|Contact hypersensitivity|Malignant neoplasm of lung|Hereditary Diffuse Gastric Cancer"
"MMP11","Spontaneous abortion|Abortion, Tubal|Non-Small Cell Lung Carcinoma|Colorectal Carcinoma|Early Pregnancy Loss|Miscarriage"
"MMP12","Spontaneous abortion|Abortion, Tubal|Rheumatoid Arthritis|Malignant tumor of colon|Celiac Disease|Colonic Neoplasms|Pulmonary Emphysema|Cerebrovascular accident|Weight Gain|Centriacinar Emphysema|Panacinar Emphysema|Acute Cerebrovascular Accidents|Focal Emphysema|Early Pregnancy Loss|Miscarriage"
"MMP13","Liver Cirrhosis, Experimental|Prostatic Neoplasms|Malignant neoplasm of prostate|Craniofacial Abnormalities|Metaphyseal chondrodysplasia Spahr type|Metaphyseal anadysplasia|Disproportionate short stature|Spondyloepimetaphyseal Dysplasia, Missouri Type"
"MMP14","Adenocarcinoma|Malignant neoplasm of breast|Neoplastic Cell Transformation|Esophageal Neoplasms|Chronic Obstructive Airway Disease|Neoplasm Invasiveness|Aortic Aneurysm, Abdominal|Adenocarcinoma, Basal Cell|Adenocarcinoma, Oxyphilic|Carcinoma, Cribriform|Carcinoma, Granular Cell|Adenocarcinoma, Tubular|Winchester syndrome (disorder)|Malignant neoplasm of esophagus|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Chronic Airflow Obstruction|Prostate cancer, familial|Mammary Carcinoma, Human|PROSTATE CANCER, HEREDITARY, 1"
"MMP15","Spontaneous abortion|Abortion, Tubal|Liver Cirrhosis, Experimental|Early Pregnancy Loss|Miscarriage"
"MMP19","Spontaneous abortion|Abortion, Tubal|Cavitary Optic Disc Anomalies|Early Pregnancy Loss|Miscarriage"
"MMP2","Alcoholic Intoxication, Chronic|Alloxan Diabetes|Aortic Diseases|Aortic Rupture|Rheumatoid Arthritis|Cholestasis, Extrahepatic|Malignant neoplasm of urinary bladder|Bladder Neoplasm|Bone Diseases|Metabolic Bone Disorder|Bone neoplasms|Malignant neoplasm of breast|Calcinosis|Colorectal Carcinoma|Colorectal Neoplasms|Diabetes Mellitus, Experimental|Diabetic Neuropathies|Fetal Growth Retardation|Glioblastoma|Hepatitis, Toxic|Hepatoma, Morris|Hepatoma, Novikoff|Hypertensive disease|Inflammation|Kienbock Disease|Leishmaniasis, Cutaneous|Liver Cirrhosis|Liver Cirrhosis, Alcoholic|Liver Cirrhosis, Experimental|Liver Neoplasms, Experimental|Lupus Nephritis|Mammary Neoplasms, Experimental|Mandibular Diseases|Marfan Syndrome|Maxillary Diseases|Myocardial Infarction|Nasopharyngeal Neoplasms|Avascular necrosis of bone|Neoplasm Invasiveness|Neoplasm Metastasis|Nose Neoplasms|Oral Submucous Fibrosis|Bone necrosis|Osteopenia|Osteosarcoma|Pancreatic Neoplasm|Pulmonary Emphysema|Pulmonary Fibrosis|Streptozotocin Diabetes|Weight Gain|Alcohol abuse|Experimental Hepatoma|Leishmaniasis, New World|Urban cutaneous leishmaniasis|Aortic Aneurysm, Thoracic|Centriacinar Emphysema|Disease Exacerbation|Cancer of Nasopharynx|Fibrosis, Liver|Tumoral calcinosis|Panacinar Emphysema|Symmetric Diabetic Proximal Motor Neuropathy|Asymmetric Diabetic Proximal Motor Neuropathy|Diabetic Mononeuropathy|Diabetic Polyneuropathies|Diabetic Amyotrophy|Diabetic Autonomic Neuropathy|Malignant Bone Neoplasm|Giant Cell Glioblastoma|Aortic Aneurysm, Thoracoabdominal|Malignant neoplasm of pancreas|Craniofacial Abnormalities|Diabetic Asymmetric Polyneuropathy|Aseptic Necrosis of Bone|Microcalcification|Breast Carcinoma|Aortic Aneurysm, Ruptured|Diabetic Neuralgia|Cancer of Nose|Drug-Induced Liver Disease|Mammary Neoplasms, Human|Hepatitis, Drug-Induced|Testicular Germ Cell Tumor|Mammary Neoplasms|Glioblastoma Multiforme|TORG-WINCHESTER SYNDROME|Liver carcinoma|Focal Emphysema|Nasopharyngeal carcinoma|Neointima|Neointima Formation|Cerebral Hemorrhage|Drug-Induced Acute Liver Injury|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity|Mammary Carcinoma, Human|Alveolitis, Fibrosing|Marfan Syndrome, Type I"
"MMP20","Amelogenesis Imperfecta hypomaturation type|Amelogenesis Imperfecta, Hypomaturation Type, Iia2"
"MMP21","Cutaneous Fibrous Histiocytoma|Situs Inversus|Dermatologic disorders|Asplenia Syndrome|Histiocytoma, Benign Fibrous|Polysplenia Syndrome|Situs ambiguus|Situs ambiguous|Heterotaxy Syndrome|Right Atrial Isomerism|Left Atrial Isomerism|HETEROTAXY, VISCERAL, 7, AUTOSOMAL"
"MMP24","Neoplasm Metastasis"
"MMP26","Spontaneous abortion|Abortion, Tubal|Dermatologic disorders|Early Pregnancy Loss|Miscarriage"
"MMP3","Arthritis, Adjuvant-Induced|Astrocytoma|Malignant neoplasm of breast|Celiac Disease|Coronary Arteriosclerosis|Coronary heart disease|Hyperalgesia|Neoplasm Invasiveness|Schizophrenia|Subependymal Giant Cell Astrocytoma|Juvenile Pilocytic Astrocytoma|Diffuse Astrocytoma|Anaplastic astrocytoma|Protoplasmic astrocytoma|Gemistocytic astrocytoma|Fibrillary Astrocytoma|Pilocytic Astrocytoma|Childhood Cerebral Astrocytoma|Allodynia|Mixed oligoastrocytoma|Breast Carcinoma|Cerebral Astrocytoma|Intracranial Astrocytoma|Hyperalgesia, Primary|Hyperalgesia, Secondary|Tactile Allodynia|Hyperalgesia, Thermal|Coronary Restenosis|Arthritis, Collagen-Induced|Arthritis, Experimental|Mammary Neoplasms, Human|Mammary Neoplasms|Grade I Astrocytoma|Idiopathic Pulmonary Fibrosis|Coronary Artery Disease|Mechanical Allodynia|Cerebral Hemorrhage|Mammary Carcinoma, Human|Peripheral Nervous System Diseases|Hamman-Rich Disease|Usual Interstitial Pneumonia|Familial Idiopathic Pulmonary Fibrosis"
"MMP7","Spontaneous abortion|Abortion, Tubal|Malignant tumor of colon|Colonic Neoplasms|Malignant neoplasm of stomach|Stomach Neoplasms|Ureteral obstruction|Hereditary Diffuse Gastric Cancer|Early Pregnancy Loss|Miscarriage"
"MMP8","Contact Dermatitis|Liver Cirrhosis, Experimental|Lung diseases|melanoma|Unipolar Depression|Contact hypersensitivity|Major Depressive Disorder"
"MMP9","Alcoholic Intoxication, Chronic|Alloxan Diabetes|Aortic Aneurysm|Aortic Diseases|Aortic Rupture|Asthma|Astrocytoma|Cholestasis, Extrahepatic|Bipolar Disorder|Malignant neoplasm of urinary bladder|Bladder Neoplasm|Bone neoplasms|Cerebral Edema|Malignant neoplasm of breast|Calcinosis|Malignant tumor of colon|Malignant neoplasm of skin|Non-Small Cell Lung Carcinoma|Squamous cell carcinoma|Neoplastic Cell Transformation|Brain Ischemia|Ulcerative Colitis|Colonic Neoplasms|Diabetes Mellitus, Experimental|Diabetic Neuropathies|Glioblastoma|Hepatitis, Toxic|Hyperplasia|Hypertensive disease|Inflammation|Lead Poisoning|Liver Cirrhosis, Experimental|Liver diseases|Chronic Obstructive Airway Disease|Lupus Nephritis|Mammary Neoplasms, Experimental|Marfan Syndrome|Morphine Dependence|Multiple Organ Failure|Myocardial Infarction|Neoplasm Invasiveness|Neoplasm Metastasis|Obesity|Oral Submucous Fibrosis|Pancreatic Neoplasm|Pericementitis|Periodontitis|Prostatic Neoplasms|Pulmonary Emphysema|Pulmonary Fibrosis|Pyemia|Reperfusion Injury|Retinal Diseases|Schizophrenia|Septicemia|Skin Neoplasms|Gastric ulcer|Streptozotocin Diabetes|Substance Withdrawal Syndrome|Drug Withdrawal Symptoms|Liver Dysfunction|Withdrawal Symptoms|Premature Birth|Aortic Aneurysm, Abdominal|Aortic Aneurysm, Thoracic|Subependymal Giant Cell Astrocytoma|Centriacinar Emphysema|Middle Cerebral Artery Syndrome|Sepsis|Tumoral calcinosis|Panacinar Emphysema|Symmetric Diabetic Proximal Motor Neuropathy|Asymmetric Diabetic Proximal Motor Neuropathy|Diabetic Mononeuropathy|Diabetic Polyneuropathies|Diabetic Amyotrophy|Diabetic Autonomic Neuropathy|Malignant Bone Neoplasm|Juvenile Pilocytic Astrocytoma|Diffuse Astrocytoma|Anaplastic astrocytoma|Protoplasmic astrocytoma|Gemistocytic astrocytoma|Fibrillary Astrocytoma|Pilocytic Astrocytoma|Giant Cell Glioblastoma|Childhood Cerebral Astrocytoma|Stable angina|Aortic Aneurysm, Thoracoabdominal|Malignant neoplasm of pancreas|Malignant neoplasm of prostate|Diabetic Asymmetric Polyneuropathy|Metaphyseal anadysplasia|Mandibuloacral dysostosis|Vasogenic Cerebral Edema|Cytotoxic Cerebral Edema|Microcalcification|Mixed oligoastrocytoma|Morphine Abuse|Breast Carcinoma|Middle Cerebral Artery Thrombosis|Middle Cerebral Artery Occlusion|Infarction, Middle Cerebral Artery|Aortic Aneurysm, Ruptured|Cerebral Astrocytoma|Intracranial Astrocytoma|Vasogenic Brain Edema|Cytotoxic Brain Edema|Diabetic Neuralgia|Middle Cerebral Artery Embolus|Left Middle Cerebral Artery Infarction|Embolic Infarction, Middle Cerebral Artery|Thrombotic Infarction, Middle Cerebral Artery|Right Middle Cerebral Artery Infarction|Drug-Induced Liver Disease|Disproportionate short stature|Cerebral Ischemia|Acute Coronary Syndrome|Mammary Neoplasms, Human|Hepatitis, Drug-Induced|Mammary Neoplasms|Chronic Airflow Obstruction|Brain Edema|Glioblastoma Multiforme|Grade I Astrocytoma|Severe Sepsis|Liver carcinoma|Focal Emphysema|Metaphyseal Anadysplasia 2|Neointima|Neointima Formation|Cerebral Hemorrhage|Drug-Induced Acute Liver Injury|Chemical and Drug Induced Liver Injury|Chemically-Induced Liver Toxicity|Mammary Carcinoma, Human|Alveolitis, Fibrosing|Marfan Syndrome, Type I"
"MMRN2","Colorectal Carcinoma"
"MMUT","Inborn Errors of Metabolism|Obesity|Methylmalonic acidemia|Cardiomyopathy, Familial Idiopathic|Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency|Methylmalonic Aciduria, mut(0) Type|Methylmalonic Aciduria, mut(-) Type|Methylmalonic aciduria"
"MN1","Craniosynostosis|Leukemia, Myelocytic, Acute|Acute Myeloid Leukemia, M1|Feeding difficulties|Polymicrogyria|Global developmental delay|Familial meningioma|hearing impairment|Central hypotonia|Abnormal corpus callosum morphology|Abnormality of the cerebellum|Acute Myeloid Leukemia (AML-M2)|Deformity of facial bone|Intellectual Disability|Abnormality of the face"
"MNT","Cleft Palate|Miller Dieker syndrome|Craniofacial Abnormalities|Classical Lissencephaly|Cleft palate, isolated|X-Linked Lissencephaly|Subcortical Band Heterotopia|Classical Lissencephalies and Subcortical Band Heterotopias|Lissencephaly, X-Linked, 1"
"MNX1","Fetal Growth Retardation|Neonatal diabetes mellitus|Currarino triad|Fetus Small for Gestational Age|Anorectal Malformations"
"MNX1-AS1","Malignant neoplasm of breast|Neoplasm Metastasis|Adenocarcinoma of lung (disorder)|Breast Carcinoma|Mammary Neoplasms, Human|Mammary Neoplasms|Mammary Carcinoma, Human"
"MOB2","Prostate cancer, familial|PROSTATE CANCER, HEREDITARY, 1"
"MOB3A","Liver Cirrhosis, Experimental"
"MOBP","Alcoholic Intoxication, Chronic|Amyotrophic Lateral Sclerosis|Progressive supranuclear palsy|Amyotrophic Lateral Sclerosis With Dementia|Amyotrophic Lateral Sclerosis, Guam Form|Ophthalmoplegia, Progressive Supranuclear|Supranuclear Palsy, Progressive, 1"
"MOCOS","Drug toxicity|Pancytopenia|Adverse reaction to drug|Vasculitis|Xanthinuria, Type II"
"MOCS1","Combined molybdoflavoprotein enzyme deficiency|Molybdenum Cofactor Deficiency, Complementation Group A"
"MOCS2","Combined molybdoflavoprotein enzyme deficiency|Molybdenum Cofactor Deficiency, Complementation Group A|Molybdenum Cofactor Deficiency, Complementation Group B"
"MOG","Alcoholic Intoxication, Chronic|Demyelinating Diseases|Demyelination|Experimental Autoimmune Encephalomyelitis|Narcolepsy|Schizophrenia|Todd Paralysis|Paralysed|Narcolepsy-Cataplexy Syndrome|Clinically Isolated Syndrome, CNS Demyelinating|NARCOLEPSY 7"
"MOGAT2","Liver carcinoma"
"MOGS","Congenital Disorders of Glycosylation|Congenital Disorder Of Glycosylation, Type IIB|Congenital disorder of glycosylation type 1q"
"MOK","Diabetes Mellitus, Non-Insulin-Dependent"
"MON1A","Iron Metabolism Disorders"
"MORC1","Unipolar Depression|Major Depressive Disorder"
"MORC2","Charcot-Marie-Tooth Disease|Roussy-Levy Syndrome (disorder)|Charcot-Marie-Tooth Disease, Type Ia (disorder)|Charcot-Marie-Tooth Disease, Type Ib|Hereditary Motor and Sensory-Neuropathy Type II|Hereditary Motor and Sensory Neuropathy Type I|CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
"MORF4L1","Adenoid Cystic Carcinoma"
"MORN1","Polycystic Ovary Syndrome|Sclerocystic Ovaries"
"MOS","Adenocarcinoma of lung (disorder)"
"MOSPD1","Malignant neoplasm of breast"
