"marker_symbol","impc_significant_parameter_name","gene_id"
"Lsm1","Center resting time|Min right eye lens density|Right total retinal thickness|Lens Opacity|Lens|Mean left eye lens density|Center permanence time|Periphery permanence time|Insulin|Aortic diameter (Dao)|Mean right eye lens density|Percentage center time|Forelimb and hindlimb grip strength measurement mean|Forelimb and hindlimb grip strength normalised against body weight|Click-evoked ABR threshold|LVPWd","67207"
"Lsm10","Lymph node - MPATH process term|Lymph node - MPATH diagnostic term","116748"
"Lsm14a","30kHz-evoked ABR Threshold","67070"
"Lsm14b","Mean corpuscular hemoglobin|Thyroxine|Gross Findings Female","241846"
"Lsm8","Lymph node|Area under glucose response curve|Seminal vesicle|Difference in Conditioning Post-shock and Conditioning Baseline % Freezing|Viability Outcome","76522"
"Lss","Testes - MPATH process term|Lean mass|Outcome|Persistence of hyaloid vascular system|White blood cell count|Retina (combined)|Hematocrit|Red blood cell count|Mean left eye lens density|Retinal Blood Vessels|Hemoglobin|Retinal Blood Vessels Pattern|Mean cell volume","16987"
"Lst1","Heart|Testes|Fat mass|Lean mass","16988"
"Lta","Heart|Insulin|White blood cell count|12.5 Mch Enhanced pause|Lymphocyte cell count|Body length|Neutrophil cell count|Alkaline phosphatase|Monocyte differential count|baseline Expiratory time","16992"
"Lta4h","Fat/Body weight|Glycerol|Lean/Body weight|Mean platelet volume|Bone Mineral Density (excluding skull)|Body length|Potassium|Magnesium","16993"
"Ltbp1","Liver - MPATH process term","268977"
"Ltbp2","Sleep light phase percent|rMSSD|Sleep bout lengths standard deviation|Light sleep bout lengths mean","16997"
"Ltbp2","Sleep light phase percent|rMSSD|Sleep bout lengths standard deviation|Light sleep bout lengths mean","16998"
"Ltn1","Alanine aminotransferase|CV|Platelet count|Eosinophil cell count|Side changes|Spontaneous movement|Gqp|Sodium|rMSSD|Red blood cell distribution width|Weight|Forelimb grip strength measurement mean|Cornea","78913"
"Ltv1","Lean/Body weight|Fat/Body weight|Heart weight|Fat mass|Lean mass|Viability Outcome","353258"
"Luc7l","Kidney|Lymph node|Spleen|Heart|Liver|Skin|Eye with optic nerve|Spleen weight|Coat - color pattern - abdomen|Center resting time","66978"
"Luc7l2","Mean platelet volume","192196"
"Luc7l3","Viability Outcome|Fat mass|Lean/Body weight|Outcome|Fat/Body weight|Lean mass","67684"
"Lum","Viability Outcome|Neutrophil cell count|Insulin|Neutrophil differential count|Tail Morphology","17022"
"Lurap1","Periphery average speed|Coat - hair distribution - head","68075"
"Ly6d","Bone Mineral Density (excluding skull)|% Pre-pulse inhibition - PPI3","17068"
"Ly6e","Delayed embryonic development|Embryo Size|Pale yolk sac|Placenta Size|Pallor|Outcome","17069"
"Ly6g6d","Potassium|Mean cell volume|Red blood cell count|Heart weight|Hemoglobin|Platelet count|Mean platelet volume|Creatinine","114654"
"Ly6g6f","Iron|Aspartate aminotransferase","433099"
"Ly86","Heart","17084"
"Lyar","Fat mass|Body length|Area under glucose response curve","17089"
"Lyn","White blood cell count|Gait|Spleen|Neutrophil differential count|Monocyte differential count|Platelet count|Large Unstained Cell (LUC) count|Total bilirubin|Lymphocyte cell count|Spleen weight|Lymphocyte differential count|Red blood cell distribution width|Hemoglobin|Thymus|Urea (Blood Urea Nitrogen - BUN)|Total protein|Maxilla/Pre-maxilla","17096"
"Lyn","White blood cell count|Gait|Spleen|Neutrophil differential count|Monocyte differential count|Platelet count|Large Unstained Cell (LUC) count|Total bilirubin|Lymphocyte cell count|Spleen weight|Lymphocyte differential count|Red blood cell distribution width|Hemoglobin|Thymus|Urea (Blood Urea Nitrogen - BUN)|Total protein|Maxilla/Pre-maxilla","72585"
"Lypd2","Neutrophil cell count|Monocyte cell count|Neutrophil differential count|Lymphocyte differential count|Monocyte differential count|Mean platelet volume|Platelet count","68311"
"Lypd3","Total food intake|Triglycerides|Eosinophil cell count|Eosinophil differential count|Urea (Blood Urea Nitrogen - BUN)","72434"
"Lypd6","Skin|Testes|Uterus|Viability Outcome","320343"
"Lypd6b","Insulin|Left kidney|Urea (Blood Urea Nitrogen - BUN)|Forelimb and hindlimb grip strength measurement mean|Number of rears - total","71897"
"Lypla1","Right inner nuclear layer|Right total retinal thickness|Left outer nuclear layer|Response amplitude - S|Left total retinal thickness|BMC/Body weight","18777"
"Lyplal1","Forelimb and hindlimb grip strength measurement mean|Eye Hemorrhage or Blood Presence|Iron|Fusion of vertebrae|Forelimb and hindlimb grip strength normalised against body weight","226791"
"Lysmd1","Body length|Fat/Body weight|Fat mass|Bone Mineral Density (excluding skull)","217779"
"Lysmd4","Bone Mineral Density (excluding skull)","75099"
"Lyst","Neutrophil differential count|Iris/Pupil|Coat - color - abdomen|Lymphocyte differential count|Ear - MPATH pathological process term|Coat - color - head|Mean cell volume|Eye - MPATH pathological process term|Coat - color - back|Fasted blood glucose concentration","17101"
"Lztr1","Red blood cell distribution width|Snout morphology|Alkaline phosphatase|Skull shape|Viability Outcome","66863"
"M6pr","Center resting time|Spleen|Platelet count|Eye Hemorrhage or Blood Presence","16002"
"M6pr","Center resting time|Spleen|Platelet count|Eye Hemorrhage or Blood Presence","17113"
"M6pr","Center resting time|Spleen|Platelet count|Eye Hemorrhage or Blood Presence","66905"
"Maats1","Distance travelled - total|Brain|Testes|Gross Findings Male|Eye with optic nerve|Whole arena average speed|Eosinophil cell count|Number of rears - total","320214"
"Mab21l2","Placenta Morphology|Eye with optic nerve|Microphthalmia|Viability Outcome","23937"
"Macir","Viability Outcome|White blood cell count|Sodium|Potassium|Learning difference|Chloride|Fasted blood glucose concentration","52392"
"Macrod1","Glucose|Lens Opacity|Calcium|Lens","107227"
"Macrod2","Whole arena average speed|Peak wake with respect to dark onset median|Fasted blood glucose concentration|BMC/Body weight|Number of rears - total|Whole arena resting time|Urea (Blood Urea Nitrogen - BUN)|Periphery average speed|Time mobile dark side|Latency to first transition into dark|Time mobile light side|Distance travelled - total|Area under glucose response curve|Insulin|Body length|Periphery distance travelled|Red blood cell count|Average duration|Calcium|Hemoglobin|Alanine aminotransferase","72899"
"Mad1l1","Testes","17120"
"Maea","Viability Outcome|Coat - hair texture / appearance - abdomen","59003"
"Maf","Liver|Heart|Spleen|% Pre-pulse inhibition - PPI1|% Pre-pulse inhibition - PPI2|Placenta Vasculature|Ovary|Edema|Latency to first transition into dark|Microphthalmia|Kidney|Viability Outcome|% Pre-pulse inhibition - PPI3|Alkaline phosphatase|Blood Vessel Morphology|Placenta Morphology|% Pre-pulse inhibition - Global|Cue Baseline % Freezing Time|Urinary bladder|Delayed embryonic development","17132"
"Maf","Liver|Heart|Spleen|% Pre-pulse inhibition - PPI1|% Pre-pulse inhibition - PPI2|Placenta Vasculature|Ovary|Edema|Latency to first transition into dark|Microphthalmia|Kidney|Viability Outcome|% Pre-pulse inhibition - PPI3|Alkaline phosphatase|Blood Vessel Morphology|Placenta Morphology|% Pre-pulse inhibition - Global|Cue Baseline % Freezing Time|Urinary bladder|Delayed embryonic development","17749"
"Maf","Liver|Heart|Spleen|% Pre-pulse inhibition - PPI1|% Pre-pulse inhibition - PPI2|Placenta Vasculature|Ovary|Edema|Latency to first transition into dark|Microphthalmia|Kidney|Viability Outcome|% Pre-pulse inhibition - PPI3|Alkaline phosphatase|Blood Vessel Morphology|Placenta Morphology|% Pre-pulse inhibition - Global|Cue Baseline % Freezing Time|Urinary bladder|Delayed embryonic development","68877"
"Mag","6kHz-evoked ABR Threshold|Sleep dark phase percent|Mean cell hemoglobin concentration|18kHz-evoked ABR Threshold|Response amplitude - S|Insulin|Time immobile|mA threshold inducing clonic seizure|Glucose|Time mobile dark side|12kHz-evoked ABR Threshold|24kHz-evoked ABR Threshold|Breath rate during sleep standard deviation","17136"
"Mag","6kHz-evoked ABR Threshold|Sleep dark phase percent|Mean cell hemoglobin concentration|18kHz-evoked ABR Threshold|Response amplitude - S|Insulin|Time immobile|mA threshold inducing clonic seizure|Glucose|Time mobile dark side|12kHz-evoked ABR Threshold|24kHz-evoked ABR Threshold|Breath rate during sleep standard deviation","66449"
"Mag","6kHz-evoked ABR Threshold|Sleep dark phase percent|Mean cell hemoglobin concentration|18kHz-evoked ABR Threshold|Response amplitude - S|Insulin|Time immobile|mA threshold inducing clonic seizure|Glucose|Time mobile dark side|12kHz-evoked ABR Threshold|24kHz-evoked ABR Threshold|Breath rate during sleep standard deviation","215748"
"Magea9","Alkaline phosphatase|Body length","70696"
"Magea9","Alkaline phosphatase|Body length","195772"
"Maged1","Center average speed|Distance travelled - total|Whole arena average speed|Locomotor activity|RR|Number of rears - total|HR|Periphery average speed|Periphery distance travelled","94275"
"Magt1","Latency to first transition into dark|Body length|Basophil cell count|Basophil differential count","67075"
"Mak16","Percent time in dark|Outcome|Vocalization|Percent time in light|Viability Outcome","67920"
"Malrd1","Spleen|Liver|Eye with optic nerve","102635496"
"Maml2","% Pre-pulse inhibition - PPI3|Tibia length|% Pre-pulse inhibition - PPI2","270118"
"Mamld1","% Pre-pulse inhibition - PPI3|Periphery permanence time|Percentage center time|Eosinophil differential count|Lymphocyte cell count|Bone Area|White blood cell count|Basophil differential count|BMC/Body weight|Fat/Body weight|Tibia length|Percentage center movement time|Lean/Body weight|Center permanence time|Cholesterol ratio|HRV|Respiratory Exchange Ratio|Center distance travelled|Number of center entries|Bone Mineral Content (excluding skull)|CV|Monocyte cell count|Lean mass","333639"
"Man1b1","Response amplitude - S","227619"
"Man2a1","Red blood cell distribution width|Platelet count|Aspartate aminotransferase|Total bilirubin|Urea (Blood Urea Nitrogen - BUN)|Large intestine|Alpha-amylase|Vitreous","17158"
"Man2b2","Uterus|Fructosamine|Lymph node|Adrenal gland","17160"
"Mansc4","Insulin|LDL-cholesterol","545893"
"Maob","Gross Findings Male","109731"
"Map2k2","Heart - MPATH process term","26396"
"Map2k7","Viability Outcome|Red blood cell count|Creatinine","26400"
"Map3k1","Retina (combined)|Bone Mineral Content (excluding skull)|Viability Outcome|Fasted blood glucose concentration|Fructosamine|Bone Mineral Density (excluding skull)|Lean mass","26401"
"Map3k10","Bone Mineral Content (excluding skull)|Total cholesterol|BMC/Body weight|HDL-cholesterol","269881"
"Map3k12","Stroke Volume|Cardiac Output|LVAWd","26404"
"Map3k7","Outcome|Viability Outcome|Lens","26409"
"Map3k8","Spleen weight|Uterus","26410"
"Map3k9","Eye Hemorrhage or Blood Presence|Kidney|Skin","338372"
"Map4k5","Tibia length|Right anterior chamber depth|Kidney|BMC/Body weight|Body length","399510"
"Map7d1","Heart weight|Lean/Body weight|Bone Mineral Density (excluding skull)|Periphery average speed|Viability Outcome|BMC/Body weight|Lean mass|Periphery distance travelled|Fat/Body weight|Side changes|Bone Mineral Content (excluding skull)","245877"
"Mapk1","Viability Outcome","26413"
"Mapk10","Hematocrit|Free fatty acids|Red blood cell count","26414"
"Mapk13","Potassium|Creatinine","26415"
"Mapk15","Total cholesterol|Fasted blood glucose concentration|Periphery average speed|HDL-cholesterol|Time mobile dark side|Alanine aminotransferase|Limb grasp|Whole arena resting time|Center distance travelled","332110"
"Mapk6","Brain|Eye with optic nerve|Viability Outcome","50772"
"Mapkap1","LVIDs|Left corneal thickness|Left total retinal thickness|LVIDd|Whole arena average speed|End-Diastolic Diameter|End-Systolic Diameter|% Pre-pulse inhibition - PPI2|Outcome|Embryo Size","227743"
"Mapkapk2","HDL-cholesterol|Glucose|Joints|Total cholesterol|Iron|Bone Area|Clavicle|Optic Disc","17164"
"Mapkapk3","Spleen|Skin|Thymus|Heart|Digit integrity","102626"
"Mapkbp1","Area under glucose response curve|Forelimb grip strength measurement mean|Urea (Blood Urea Nitrogen - BUN)|Respiration Rate|Initial response to glucose challenge","26390"
"Mapt","Percentage center time|Forelimb and hindlimb grip strength normalised against body weight|Kidney|Retinal Blood Vessels|Periphery permanence time|Percentage center movement time|Right total retinal thickness|Retinal Blood Vessels Pattern|Persistence of hyaloid vascular system|Center permanence time|Left total retinal thickness|Forelimb and hindlimb grip strength measurement mean","17762"
"Marchf3","Skin|Kidney|Difference in Context and Conditioning Baseline % Freezing|Thymus|Spleen|Heart|Uterus","320253"
"Marchf5","Viability Outcome","69104"
"Marchf6","Testes|Latency to first transition into light|% Pre-pulse inhibition - PPI4|Hematocrit|Fasted blood glucose concentration|Weight|Mean platelet volume|NaÃ<U+0083>Â¯ve CD8+ T cells - % of live leukocytes (Panel A)|Initial response to glucose challenge|Forelimb and hindlimb grip strength measurement mean|Snout size|Triglycerides|Platelet count|% Pre-pulse inhibition - PPI3|Time mobile dark side","223455"
"Marchf8","Mean cell volume|Mean corpuscular hemoglobin|Heart|Weight|Hematocrit|CD8 CD25+ T cells|Whole liver weight","71779"
"Marco","Gait|Alkaline phosphatase|Center average speed","17167"
"Mark4","Testes|Response amplitude - S|Spleen|Skin|Uterus|Eye with optic nerve","232944"
"Mars2","Magnesium|Fasted blood glucose concentration|Viability Outcome|Outcome","212679"
"Marveld2","Startle response|Ears|30kHz-evoked ABR Threshold|% Pre-pulse inhibition - PPI4|Response amplitude - S|6kHz-evoked ABR Threshold|% Pre-pulse inhibition - PPI2|12kHz-evoked ABR Threshold|% Pre-pulse inhibition - PPI3|18kHz-evoked ABR Threshold|% Pre-pulse inhibition - Global|24kHz-evoked ABR Threshold|Heart|% Pre-pulse inhibition - PPI1","218518"
"Mas1","Tibia length","17171"
"Masp1","CV|HRV|Viability Outcome","17174"
"Mast2","Total bilirubin|Lean/Body weight|BMC/Body weight|Red blood cell count|Bone Mineral Density (excluding skull)|Iron|Fat/Body weight","17776"
"Mast3","Distance travelled - total|Whole arena resting time|Side changes|Whole arena average speed|Time mobile light side|Periphery average speed|Lens Opacity|Center average speed|Periphery distance travelled","546071"
"Mat2a","Latency to center entry|Viability Outcome","232087"
