"marker_symbol","impc_significant_procedure_name","gene_id"
"Myoz1","Body Weight|Clinical Chemistry|Grip Strength|Gross Pathology and Tissue Collection|Immunophenotyping","59011"
"Mypn","Combined SHIRPA and Dysmorphology","68802"
"Myrf","Open Field","225908"
"Myt1l","Clinical Chemistry","17933"
"Mzb1","Immunophenotyping|Combined SHIRPA and Dysmorphology|Clinical Chemistry","69816"
"Naa10","Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Open Field|Heart Weight|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Grip Strength","56292"
"Naa16","Open Field - centre start|Light-Dark Test","66897"
"Naa25","Open Field|Viability E14.5-E15.5 Secondary Screen|Viability E9.5 Secondary Screen|Gross Pathology and Tissue Collection","231713"
"Naa35","Viability Primary Screen","78689"
"Naa38","Gross Pathology and Tissue Collection|Grip Strength|Viability E12.5 Secondary Screen|Lung mechanics by forced oscillations","76522"
"Naa38","Gross Pathology and Tissue Collection|Grip Strength|Viability E12.5 Secondary Screen|Lung mechanics by forced oscillations","78304"
"Naa50","Gross Pathology and Tissue Collection|Histopathology|Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen","72117"
"Naaa","Insulin Blood Level|Clinical Chemistry|Body Composition (DEXA lean/fat)|Hematology","67111"
"Naaladl2","Gross Pathology and Tissue Collection|Eye Morphology","635702"
"Nab1","Clinical Chemistry","17936"
"Nab2","Gross Pathology and Tissue Collection|Clinical Chemistry|Fear Conditioning|Open Field|Rotarod|Eye Morphology|Combined SHIRPA and Dysmorphology|Hematology|Grip Strength","17937"
"Nabp2","Gross Morphology Embryo E14.5-E15.5|Hematology","69917"
"Nacad","Clinical Chemistry|Hematology|Body Composition (DEXA lean/fat)","192950"
"Nacc1","Eye Morphology|Grip Strength|Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection|Heart Weight|Body Composition (DEXA lean/fat)","66830"
"Nacc2","Grip Strength|Combined SHIRPA and Dysmorphology","67991"
"Nadk","Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen","68646"
"Nadk","Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen","192185"
"Nadk2","Viability E12.5 Secondary Screen|Viability Primary Screen|Hematology|Gross Morphology Embryo E9.5|Open Field - centre start|Eye Morphology|Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)","68646"
"Nadsyn1","Challenge Whole Body Plethysmography|Fertility of Homozygous Knock-out Mice|Gross Pathology and Tissue Collection","78914"
"Nae1","Viability E12.5 Secondary Screen|Viability E9.5 Secondary Screen|Clinical Chemistry|Viability Primary Screen","234664"
"Naga","Clinical Chemistry","17939"
"Nagk","Hematology|Electrocardiogram (ECG)|Intraperitoneal glucose tolerance test (IPGTT)","56174"
"Nalcn","Viability Primary Screen|Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|Clinical Chemistry","338370"
"Nampt","Gross Pathology and Tissue Collection|Viability Primary Screen|Viability E12.5 Secondary Screen","59027"
"Nanos2","Combined SHIRPA and Dysmorphology|Fertility of Homozygous Knock-out Mice|Body Composition (DEXA lean/fat)|Clinical Chemistry","378430"
"Nans","Eye Morphology|Organ Weight|Heart Weight|Body Composition (DEXA lean/fat)|Viability E14.5-E15.5 Secondary Screen|Hematology|Viability E12.5 Secondary Screen","94181"
"Napb","Open Field|Grip Strength|Viability Primary Screen","17957"
"Nars","Viability Primary Screen","70223"
"Nars2","Combined SHIRPA and Dysmorphology|Hole-board Exploration|Viability E9.5 Secondary Screen|Viability Primary Screen|Light-Dark Test","244141"
"Nat1","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","13690"
"Nat1","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","17960"
"Nat1","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)","76257"
"Nat10","Insulin Blood Level","98956"
"Nat8f2","Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection","93673"
"Nat8f5","Combined SHIRPA and Dysmorphology","69049"
"Natd1","Clinical Chemistry|Body Composition (DEXA lean/fat)|Hematology|Intraperitoneal glucose tolerance test (IPGTT)","24083"
"Nav1","Open Field|Fear Conditioning|Gross Pathology and Tissue Collection|Hematology","20271"
"Nav1","Open Field|Fear Conditioning|Gross Pathology and Tissue Collection|Hematology","215690"
"Nav2","Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Hematology|Clinical Chemistry","20272"
"Nav2","Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Hematology|Clinical Chemistry","78286"
"Nav3","Hematology|Open Field|Clinical Chemistry|Gross Pathology and Tissue Collection","260315"
"Naxe","Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field","246703"
"Nbas","Insulin Blood Level|Eye Morphology|Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry","71169"
"Nbeal1","Clinical Chemistry","269198"
"Nbeal2","Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","235627"
"Nbr1","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)|Echo","17966"
"Ncald","Eye Morphology|Open Field - centre start|Clinical Chemistry|Body Composition (DEXA lean/fat)|Electrocardiogram (ECG)|Light-Dark Test|Sleep Wake","52589"
"Ncam2","Eye Morphology|Clinical Chemistry|Fear Conditioning","17968"
"Ncapd2","Clinical Chemistry","68298"
"Ncapd3","Viability Primary Screen","78658"
"Ncaph","Histopathology","215387"
"Ncbp1","Body Composition (DEXA lean/fat)|Viability Primary Screen","433702"
"Ncbp2","Viability Primary Screen|Light-Dark Test|Viability E9.5 Secondary Screen","68092"
"Ncbp3","Gross Pathology and Tissue Collection|Viability Primary Screen","66874"
"Ncf1","Gross Pathology and Tissue Collection|Clinical Chemistry|Body Composition (DEXA lean/fat)|Hematology","17969"
"Ncf2","Clinical Chemistry|Grip Strength|Hematology","17970"
"Ncf4","Clinical Chemistry","17972"
"Nck1","Gross Pathology and Tissue Collection","17973"
"Ncoa1","Body Composition (DEXA lean/fat)|Open Field|Gross Pathology and Tissue Collection|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","17977"
"Ncoa2","Gross Morphology Placenta E18.5|Hematology|Gross Pathology and Tissue Collection|Viability Primary Screen|Gross Morphology Embryo E18.5|Combined SHIRPA and Dysmorphology","17978"
"Ncoa3","Viability Primary Screen|Eye Morphology|Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)","17979"
"Ncoa5","Viability Primary Screen|Gross Pathology and Tissue Collection|Hematology|Viability E9.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Electrocardiogram (ECG)|Viability E12.5 Secondary Screen","228869"
"Ncoa6","Light-Dark Test|Viability Primary Screen|Eye Morphology","56406"
"Ncor2","Viability Primary Screen|Gross Morphology Placenta E14.5-E15.5|Gross Morphology Embryo E14.5-E15.5","20602"
"Ncs1","Grip Strength|Eye Morphology|Viability Primary Screen|Clinical Chemistry","14299"
"Nctc1","Combined SHIRPA and Dysmorphology","330677"
"Ndc80","Viability E9.5 Secondary Screen|Viability Primary Screen","67052"
"Ndel1","Gross Morphology Embryo E12.5|Gross Morphology Embryo E18.5|Viability Primary Screen","83431"
"Ndfip2","Clinical Chemistry|Hematology|Open Field|Eye Morphology","76273"
"Ndrg1","Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Open Field|Grip Strength|Electrocardiogram (ECG)","17988"
"Ndrg3","Viability Primary Screen|Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5","29812"
"Ndrg4","Combined SHIRPA and Dysmorphology|Open Field|Clinical Chemistry|Echo","234593"
"Ndufa10","Body Composition (DEXA lean/fat)|Viability Primary Screen|Combined SHIRPA and Dysmorphology","67273"
"Ndufa6","Viability E9.5 Secondary Screen|Electrocardiogram (ECG)","67130"
"Ndufa8","Viability Primary Screen|Eye Morphology|Grip Strength","68375"
"Ndufa9","Viability Primary Screen|Viability E9.5 Secondary Screen","66108"
"Ndufaf8","Viability E12.5 Secondary Screen","208501"
"Ndufb8","Viability Primary Screen","67264"
"Ndufb9","Gross Pathology and Tissue Collection|Hematology|Open Field","66218"
"Ndufc2","Organ Weight","68197"
"Ndufs1","Viability Primary Screen|Open Field|Clinical Chemistry","227197"
"Ndufs2","Gross Morphology Embryo E9.5|Viability E12.5 Secondary Screen|Viability E9.5 Secondary Screen","226646"
"Ndufs3","Histopathology","68349"
"Ndufs7","Gross Morphology Embryo E9.5|Viability E9.5 Secondary Screen|Combined SHIRPA and Dysmorphology","75406"
"Ndufs8","Viability E9.5 Secondary Screen|Viability Primary Screen","225887"
"Ndufv1","Viability Primary Screen|Viability E9.5 Secondary Screen","17995"
"Nebl","Clinical Chemistry|Combined SHIRPA and Dysmorphology","74103"
"Nectin4","Grip Strength|Viability Primary Screen","71740"
"Nedd1","Combined SHIRPA and Dysmorphology|Viability Primary Screen|Viability E9.5 Secondary Screen|Clinical Chemistry","17997"
"Nedd1","Combined SHIRPA and Dysmorphology|Viability Primary Screen|Viability E9.5 Secondary Screen|Clinical Chemistry","72701"
"Nedd4","Viability Primary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Hematology|Clinical Chemistry","17999"
"Nedd4","Viability Primary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Hematology|Clinical Chemistry","83814"
"Nedd4l","Combined SHIRPA and Dysmorphology|Auditory Brain Stem Response|Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology|Viability Primary Screen","83814"
"Nefh","Hematology","380684"
"Negr1","Open Field|Hematology|Clinical Chemistry|Gross Pathology and Tissue Collection|Grip Strength|Organ Weight|Insulin Blood Level","320840"
"Neil2","Grip Strength|Open Field - centre start","382913"
"Nek1","Eye Morphology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Grip Strength|Echo|X-ray","18004"
"Nek10","Combined SHIRPA and Dysmorphology","674895"
"Nek2","Gross Pathology and Tissue Collection|Auditory Brain Stem Response|Combined SHIRPA and Dysmorphology","18005"
"Nek3","Indirect Calorimetry|Hematology","23954"
"Nek7","Urinalysis|Viability Primary Screen|Clinical Chemistry","59125"
"Nek9","Hematology|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Viability Primary Screen","217718"
"Nelfa","Viability E14.5-E15.5 Secondary Screen|Viability E9.5 Secondary Screen|Organ Weight","24116"
"Nelfe","Viability Primary Screen|Body Composition (DEXA lean/fat)|Clinical Chemistry","27632"
"Nell1","Gross Pathology and Tissue Collection|Eye Morphology","338352"
"Nemf","Gross Morphology Embryo E18.5|Viability Primary Screen","66244"
"Nemp1","Gross Pathology and Tissue Collection|Open Field|Hematology|Body Composition (DEXA lean/fat)|Organ Weight|Clinical Chemistry|Fertility of Homozygous Knock-out Mice|Acoustic Startle and Pre-pulse Inhibition (PPI)","210035"
"Nemp2","Gross Pathology and Tissue Collection","227094"
"Nepn","Clinical Chemistry","66650"
"Nepro","Viability Primary Screen|Gross Morphology Embryo E9.5|Viability E9.5 Secondary Screen","212547"
"Nes","Plasma Chemistry|Hematology","14683"
"Nes","Plasma Chemistry|Hematology","18008"
"Nes","Plasma Chemistry|Hematology","71870"
"Neto2","Open Field|Combined SHIRPA and Dysmorphology","74513"
"Neurl2","Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology|Hematology","415115"
"Neurl4","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Grip Strength|Clinical Chemistry|Heart Weight|Fear Conditioning|Eye Morphology|Hole-board Exploration","216860"
"Neurod2","Open Field|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Indirect Calorimetry|Echo|Acoustic Startle and Pre-pulse Inhibition (PPI)","18013"
"Nexmif","Open Field|Body Composition (DEXA lean/fat)|Fear Conditioning|Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|X-ray|Fertility of Homozygous Knock-out Mice","245555"
"Nf1","Viability Primary Screen|Histopathology","18015"
"Nfam1","X-ray","74039"
"Nfat5","Viability Primary Screen|Electrocardiogram (ECG)","54446"
"Nfatc2ip","Clinical Chemistry","18020"
"Nfatc3","Eye Morphology","18021"
"Nfatc4","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry","73181"
"Nfil3","Gross Pathology and Tissue Collection|Insulin Blood Level|Eye Morphology|Histopathology|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","18030"
"Nfix","Open Field|Clinical Chemistry|Eye Morphology|Electrocardiogram (ECG)|Hematology","18032"
"Nfkbil1","Clinical Chemistry|Grip Strength","18038"
"Ngdn","Viability Primary Screen|Gross Pathology and Tissue Collection","68966"
"Ngfr","Viability Primary Screen|Combined SHIRPA and Dysmorphology|X-ray|Body Composition (DEXA lean/fat)","18053"
"Ngp","Eye Morphology|Body Composition (DEXA lean/fat)|Organ Weight","18054"
"Ngp","Eye Morphology|Body Composition (DEXA lean/fat)|Organ Weight","230737"
"Ngrn","Viability Primary Screen","83485"
"Nhlh1","Hematology|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection","18071"
"Nhlh2","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Eye Morphology|Organ Weight|Fertility of Homozygous Knock-out Mice|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Combined SHIRPA and Dysmorphology","18072"
"Nhlrc2","Viability Primary Screen","66866"
"Nhlrc3","Clinical Chemistry|Gross Pathology and Tissue Collection","212114"
"Nhp2","Hematology|Viability Primary Screen","52530"
"Nhs","Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Combined SHIRPA and Dysmorphology","195727"
"Nhsl1","Gross Pathology and Tissue Collection","215819"
"Nhsl2","Gross Pathology and Tissue Collection","100042480"
"Niban1","Gross Pathology and Tissue Collection|Immunophenotyping|X-ray|Combined SHIRPA and Dysmorphology","63913"
"Niban3","Gross Pathology and Tissue Collection|Fear Conditioning","100037278"
"Nifk","Gross Morphology Embryo E9.5|Viability Primary Screen","67949"
"Nim1k","Body Composition (DEXA lean/fat)","245269"
"Nin","Hematology|Open Field|Auditory Brain Stem Response|Acoustic Startle and Pre-pulse Inhibition (PPI)|Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry|Electrocardiogram (ECG)","18080"
"Ninj2","Body Composition (DEXA lean/fat)|Clinical Chemistry|Hematology","29862"
"Ninl","Histopathology","78177"
"Nisch","Body Composition (DEXA lean/fat)|Clinical Chemistry|Open Field|X-ray|Organ Weight|Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)","64652"
"Nkapd1","Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen|Open Field|Fear Conditioning","270156"
"Nkg7","Organ Weight","72310"
"Nkpd1","Open Field - centre start|Grip Strength|Combined SHIRPA and Dysmorphology","69547"
"Nlgn3","Body Weight|Grip Strength|Open Field|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Organ Weight|Clinical Chemistry|Heart Weight","245537"
"Nlk","Viability Primary Screen|Fear Conditioning|Eye Morphology|Auditory Brain Stem Response","14751"
"Nlk","Viability Primary Screen|Fear Conditioning|Eye Morphology|Auditory Brain Stem Response","18099"
"Nlrp1a","Gross Pathology and Tissue Collection|Light-Dark Test","195046"
"Nlrp2","Combined SHIRPA and Dysmorphology|Eye Morphology","232827"
"Nlrp4e","Eye Morphology|Intraperitoneal glucose tolerance test (IPGTT)","446099"
"Nlrp9b","Gross Pathology and Tissue Collection","243874"
"Nlrx1","Gross Pathology and Tissue Collection","270151"
"Nmb","Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field - centre start","68039"
"Nme2","Gross Pathology and Tissue Collection","18103"
"Nme4","Clinical Chemistry","56520"
"Nme6","Viability E12.5 Secondary Screen|Gross Morphology Embryo E9.5|Clinical Chemistry|Viability Primary Screen","54369"
"Nmnat2","Gross Pathology and Tissue Collection|Viability Primary Screen|Gross Morphology Embryo E14.5-E15.5|Fear Conditioning|Gross Morphology Embryo E9.5","226518"
"Nmral1","Challenge Whole Body Plethysmography|Electrocardiogram (ECG)","67824"
"Nmrk2","Open Field - centre start|Body Composition (DEXA lean/fat)","69564"
"Nmt2","Clinical Chemistry","18108"
"Nmu","Clinical Chemistry","56183"
"Nmur1","Insulin Blood Level","14767"
"Nnat","Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection|Open Field","18111"
"Nnmt","Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)","18113"
"Nnt","Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology","18115"
"Nobox","Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Gross Morphology Embryo E9.5|Indirect Calorimetry","18291"
"Noc4l","Viability E9.5 Secondary Screen|Viability Primary Screen","100608"
"Nod2","Gross Pathology and Tissue Collection|Open Field|Clinical Chemistry|Light-Dark Test|Body Composition (DEXA lean/fat)","257632"
"Nodal","Grip Strength|Clinical Chemistry|Viability Primary Screen|Eye Morphology|Viability E12.5 Secondary Screen","18119"
"Nog","Gross Morphology Embryo E9.5|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E14.5-E15.5|Heart Weight|Organ Weight|Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Viability Primary Screen","18121"
"Nog","Gross Morphology Embryo E9.5|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E14.5-E15.5|Heart Weight|Organ Weight|Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Viability Primary Screen","68585"
